truck_id,order_id,node_id,node_type,event_type,truck_status,timestamp,vehicle_gps_latitude,vehicle_gps_longitude,fuel_consumption_rate,eta_variation_hours,traffic_congestion_level,warehouse_inventory_level,loading_unloading_time,handling_equipment_availability,order_fulfillment_status,weather_condition_severity,port_congestion_level,shipping_costs,supplier_reliability_score,lead_time_days,historical_demand,iot_temperature,cargo_condition_status,route_risk_level,customs_clearance_time,driver_behavior_score,fatigue_monitoring_score,disruption_likelihood_score,delay_probability,risk_classification,delivery_time_deviation
T15,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-05 03:20:30,50.616164,25.571274,5.81,0.09,3.23,330.63,3.48,1,0.7889,0.3442,0.75,532.59,1.0,3.78,4784.29,-10.0,1,3.54,0.65,0.5909,0.8635,0.1592,0.2014,Low Risk,0.25
T3,,N9,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-05 03:23:41,50.819308,17.39013,5.92,-0.03,3.69,415.54,1.83,0,0.8555,0.0,4.85,129.38,0.955,2.11,5227.5,-10.0,0,0.26,1.16,0.5325,1.0,0.1179,0.1144,Low Risk,1.32
T20,,N2,NodeType.PORT,ARRIVAL_NODE,IDLE,2024-01-05 03:24:09,49.232675,20.570204,8.66,1.81,2.86,483.28,2.91,0,0.4655,0.7127,7.75,238.9,0.0,11.85,3831.85,-7.03,1,6.58,4.49,0.674,0.9334,0.844,0.7346,High Risk,7.75
T10,,N7,NodeType.HUB,END_SERVICE,IDLE,2024-01-05 03:39:44,54.999728,22.579795,12.71,3.66,4.54,411.82,5.0,1,0.7089,1.0,2.82,574.73,0.6265,7.47,100.02,-10.0,1,5.64,1.28,0.7854,0.9376,0.7312,0.5533,Moderate Risk,5.94
T10,,N7,NodeType.HUB,DEPART_NODE,IDLE,2024-01-05 03:39:44,54.999728,22.579795,10.04,1.89,3.37,438.8,3.0,0,0.5606,1.0,3.09,416.73,0.8352,12.62,100.02,-10.0,1,5.89,1.78,0.0035,1.0,0.8063,0.7944,High Risk,7.12
T14,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-05 03:43:38,49.232675,20.570204,12.04,1.58,2.83,349.14,2.33,1,0.8235,0.821,8.18,209.7,0.7214,5.71,3665.66,-10.0,1,5.43,1.17,0.7138,1.0,0.3686,0.2468,Low Risk,2.69
T13,,N8,NodeType.PORT,END_SERVICE,IDLE,2024-01-05 03:57:57,45.351688,25.662134,5.89,0.13,3.55,448.31,5.0,1,0.8231,0.0,8.39,537.95,0.3822,3.42,10000.0,-9.33,1,2.22,1.55,0.4927,1.0,0.2334,0.2703,Low Risk,3.9
T13,,N8,NodeType.PORT,DEPART_NODE,IDLE,2024-01-05 03:57:57,45.351688,25.662134,15.15,0.44,2.21,284.33,3.02,0,0.8513,0.1285,8.75,832.56,0.0002,4.89,7291.96,-10.0,1,1.94,1.65,0.4146,1.0,0.3473,0.2559,Low Risk,0.72
T2,,N13,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-05 04:11:41,48.852207,13.988911,23.41,-0.52,3.79,430.11,3.07,0,0.6429,0.0,3.18,643.92,0.3094,6.16,7734.46,-10.0,0,4.01,4.21,0.5388,0.9462,0.3598,0.3998,Low Risk,2.33
T10,,N7,NodeType.HUB,DEPART_NODE,IDLE,2024-01-05 04:39:44,54.999728,22.579795,10.74,-0.16,3.19,382.17,2.8,1,0.6892,0.2531,2.08,523.91,0.8872,8.17,10000.0,-10.0,0,3.68,1.55,0.9342,1.0,0.3302,0.4174,Low Risk,0.27
T13,,N8,NodeType.PORT,DEPART_NODE,IDLE,2024-01-05 04:57:57,45.351688,25.662134,17.52,1.54,3.32,354.64,2.47,1,0.6371,0.4697,8.56,107.5,0.3834,4.0,5641.65,-10.0,1,4.46,2.42,0.4007,0.977,0.2656,0.3459,Low Risk,2.1
T6,ORD39,N2,NodeType.PORT,END_SERVICE,EN_ROUTE_TO_PICKUP,2024-01-05 05:02:59,49.232675,20.570204,9.19,0.41,1.35,273.6,4.99,1,0.7465,0.5597,8.11,1075.0,1.0,5.57,4759.53,-10.0,1,3.61,1.5,0.3614,0.9619,0.6528,0.2868,Moderate Risk,2.16
T6,ORD39,N2,NodeType.PORT,DEPART_NODE,EN_ROUTE_TO_PICKUP,2024-01-05 05:02:59,49.232675,20.570204,9.03,-0.95,3.42,475.96,2.32,0,0.9579,0.0729,9.16,959.75,0.8297,1.0,6085.69,-2.9,1,2.39,1.45,0.4328,1.0,0.0006,0.0894,Low Risk,-0.8
T19,,N2,NodeType.PORT,END_SERVICE,IDLE,2024-01-05 05:05:51,49.232675,20.570204,11.23,2.73,3.42,338.83,5.0,1,0.6771,0.8455,10.0,358.45,0.6366,6.96,5961.7,-10.0,1,4.82,0.84,0.3858,0.932,0.6412,0.4833,Moderate Risk,3.38
T19,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-05 05:05:51,49.232675,20.570204,12.24,-0.07,3.25,266.67,2.96,1,0.6594,0.7603,9.0,797.36,0.8644,7.87,5269.54,3.07,1,3.26,1.07,0.6089,0.9851,0.415,0.4575,Low Risk,2.55
T2,,N13,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-05 05:21:34,48.852207,13.988911,7.3,-1.79,2.6,378.4,5.0,0,0.8123,0.1979,3.27,107.5,0.1313,5.54,6579.1,-10.0,1,3.09,1.03,0.4022,0.982,0.4083,0.2051,Low Risk,2.96
T2,,N13,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-05 05:21:34,48.852207,13.988911,5.86,1.31,3.44,571.4,2.81,1,0.8695,0.6385,3.92,403.42,0.3548,7.07,3033.84,-10.0,1,3.66,1.82,0.2681,0.9469,0.511,0.4718,Moderate Risk,3.39
T3,,N10,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-05 05:54:04,51.520734,16.653039,5.26,0.22,1.05,475.32,2.58,1,0.6533,0.3801,3.12,177.76,0.1525,7.29,3934.25,-10.0,1,5.69,3.96,0.4504,0.965,0.3101,0.4764,Moderate Risk,3.04
T6,ORD39,N2,NodeType.PORT,DEPART_NODE,EN_ROUTE_TO_PICKUP,2024-01-05 06:02:59,49.232675,20.570204,16.6,-1.2,4.09,440.38,3.18,0,0.7644,0.0,9.62,107.5,0.3199,3.98,7532.38,-9.46,1,0.52,1.9,0.6569,1.0,0.1256,0.1943,Low Risk,0.74
T19,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-05 06:05:51,49.232675,20.570204,9.41,0.22,2.58,444.76,1.71,1,0.7069,0.4603,9.07,283.78,0.0,7.43,2188.57,-10.0,1,2.74,1.01,0.0,0.9189,0.5596,0.4748,Moderate Risk,4.57
T2,,N13,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-05 06:21:34,48.852207,13.988911,6.05,2.58,4.22,466.76,2.98,1,0.6191,1.0,4.21,107.5,0.087,8.49,5336.96,-10.0,1,5.52,1.55,0.5155,1.0,0.8114,0.6867,Moderate Risk,5.04
T20,,N2,NodeType.PORT,END_SERVICE,IDLE,2024-01-05 06:21:37,49.232675,20.570204,10.15,1.28,5.22,485.7,5.0,0,0.7714,0.1515,9.96,682.64,0.3524,4.66,5351.89,-10.0,1,0.13,1.73,0.8028,0.8716,0.0027,0.1868,Low Risk,-0.57
T20,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-05 06:21:37,49.232675,20.570204,10.53,2.75,3.53,421.28,2.88,1,0.7011,0.8712,8.22,641.54,0.9508,6.78,2733.27,-10.0,1,5.05,2.07,0.3799,1.0,0.5129,0.4076,Moderate Risk,3.87
T17,,N2,NodeType.PORT,ARRIVAL_NODE,IDLE,2024-01-05 06:21:48,49.232675,20.570204,5.93,3.05,3.71,393.63,3.64,1,0.4283,0.8259,9.63,822.11,0.5479,13.56,4990.62,-3.71,0,7.89,4.18,0.0,0.9911,0.6075,0.7235,High Risk,7.41
T1,,N2,NodeType.PORT,ARRIVAL_NODE,IDLE,2024-01-05 06:34:26,49.232675,20.570204,10.4,-0.5,3.52,491.29,3.24,1,0.6585,0.3664,8.96,130.0,0.6007,10.47,244.57,-10.0,1,6.31,4.11,0.6368,1.0,0.6184,0.5913,Moderate Risk,5.52
T4,,N6,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-05 06:35:16,50.616164,25.571274,11.91,0.76,2.1,418.74,5.0,0,0.6481,0.5929,2.69,550.36,0.7181,10.75,8419.3,1.59,1,4.65,0.9,1.0,0.96,0.5337,0.6401,Moderate Risk,6.16
T4,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-05 06:35:16,50.616164,25.571274,7.82,1.69,4.88,431.49,2.95,1,0.6023,0.9009,3.51,610.93,0.9562,6.36,10000.0,-5.04,1,5.73,1.98,0.3161,1.0,0.5914,0.4179,Moderate Risk,4.1
T8,ORD17,N15,NodeType.INSPECTION,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2024-01-05 07:02:49,53.208291,23.843122,10.9,4.29,9.6,507.33,2.51,1,0.5645,0.6809,3.84,598.85,0.2751,10.11,5589.96,-10.0,0,8.49,3.8,0.4096,0.9842,0.8443,0.8983,High Risk,7.41
T7,,N2,NodeType.PORT,ARRIVAL_NODE,IDLE,2024-01-05 07:13:57,49.232675,20.570204,15.08,5.0,9.83,359.35,3.57,1,0.3044,0.7906,10.0,533.15,1.0,13.89,4077.29,-10.0,0,9.59,4.2,0.4487,0.8563,0.8259,0.8738,High Risk,9.02
T20,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-05 07:21:37,49.232675,20.570204,13.13,1.73,10.0,508.05,2.76,0,0.7304,0.0878,7.95,850.64,0.5976,6.52,2429.7,3.39,1,3.95,0.96,0.5266,0.7712,0.2282,0.3834,Low Risk,3.05
T17,,N2,NodeType.PORT,END_SERVICE,IDLE,2024-01-05 07:21:48,49.232675,20.570204,8.7,3.97,10.0,453.34,5.0,1,0.6174,0.5787,8.9,530.82,0.9213,7.24,100.02,-10.0,1,4.76,2.1,0.3663,1.0,0.4242,0.4477,Moderate Risk,2.56
T17,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-05 07:21:48,49.232675,20.570204,7.5,5.0,10.0,382.13,2.77,1,0.6062,0.999,9.33,487.65,0.0383,13.34,5729.83,-10.0,1,6.58,1.1,0.7097,1.0,0.7078,0.7785,High Risk,8.5
T12,,N15,NodeType.INSPECTION,ARRIVAL_NODE,IDLE,2024-01-05 07:32:02,53.208291,23.843122,14.98,5.0,9.8,531.39,3.5,1,0.3834,0.9711,4.31,725.81,0.2346,14.95,5047.3,-10.0,0,10.0,5.0,0.9013,1.0,0.9783,1.0,High Risk,11.31
T1,,N2,NodeType.PORT,END_SERVICE,IDLE,2024-01-05 07:34:26,49.232675,20.570204,7.26,3.15,9.04,484.38,5.0,0,0.5203,0.6226,10.0,874.54,1.0,11.88,946.73,-10.0,1,5.68,1.5,0.0076,1.0,0.7007,0.5398,Moderate Risk,4.94
T1,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-05 07:34:26,49.232675,20.570204,19.31,5.0,10.0,338.15,3.39,1,0.4166,1.0,8.18,498.28,0.9769,12.79,2021.1,-10.0,0,7.8,1.98,0.5152,1.0,0.8216,0.8474,High Risk,10.33
T4,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-05 07:35:16,50.616164,25.571274,7.94,3.18,8.26,366.57,2.38,1,0.6509,0.6999,3.04,347.01,0.2444,8.9,6123.35,-10.0,1,5.81,2.11,0.3265,0.9553,0.7192,0.5527,Moderate Risk,2.71
T18,,N9,NodeType.INSPECTION,END_SERVICE,IDLE,2024-01-05 07:54:25,50.819308,17.39013,17.33,3.13,9.93,432.67,5.0,0,0.4971,0.5782,1.13,716.02,0.7221,11.11,10000.0,-4.6,0,6.01,1.73,0.9507,0.901,0.7334,0.6835,Moderate Risk,7.7
T18,,N9,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-05 07:54:25,50.819308,17.39013,7.5,3.57,10.0,423.78,2.57,0,0.6702,0.1485,3.09,314.7,1.0,4.69,6384.5,-6.89,1,5.1,1.59,0.5456,0.8411,0.2746,0.3637,Low Risk,3.39
T17,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-05 08:21:48,49.232675,20.570204,10.31,4.77,10.0,333.17,1.39,0,0.4641,0.7186,8.31,793.84,0.5502,9.81,1573.92,-10.0,1,5.34,0.88,0.8229,0.9356,0.6886,0.7001,Moderate Risk,4.58
T11,,N7,NodeType.HUB,ARRIVAL_NODE,IDLE,2024-01-05 08:38:14,54.999728,22.579795,14.65,5.0,8.83,226.52,2.31,1,0.3864,0.853,3.89,130.0,0.827,12.66,9614.04,-7.05,0,10.0,4.04,0.095,0.9853,0.8087,0.8648,High Risk,5.85
T8,ORD17,N15,NodeType.INSPECTION,END_SERVICE,EN_ROUTE_TO_PICKUP,2024-01-05 08:39:51,53.208291,23.843122,7.7,2.08,10.0,373.92,5.0,0,0.7922,0.0581,3.36,107.5,0.4611,4.25,7526.51,6.32,0,2.99,1.68,0.2507,0.9922,0.3156,0.2988,Low Risk,0.6
T18,,N9,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-05 08:54:25,50.819308,17.39013,15.59,3.24,10.0,421.06,2.72,1,0.8069,0.5322,3.11,146.34,0.2369,6.92,7188.77,-10.0,1,4.57,0.77,0.573,0.8927,0.4502,0.468,Moderate Risk,4.44
T3,,N10,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-05 08:57:05,51.520734,16.653039,14.55,4.12,10.0,417.83,4.4,0,0.4633,0.8427,2.55,374.33,0.8189,8.5,4433.53,-10.0,1,5.73,1.25,0.4506,0.9522,0.7396,0.6289,Moderate Risk,6.54
T3,,N10,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-05 08:57:05,51.520734,16.653039,7.04,0.13,8.15,297.42,2.12,1,0.8547,0.0,3.31,888.07,0.4562,5.18,1295.99,-10.0,1,2.22,1.62,1.0,0.9271,0.1712,0.3356,Low Risk,2.49
T7,,N2,NodeType.PORT,END_SERVICE,IDLE,2024-01-05 09:20:53,49.232675,20.570204,21.23,0.65,8.37,367.17,4.33,0,0.7772,0.0411,10.0,814.3,0.0138,3.81,2852.91,-10.0,1,2.23,1.77,0.9646,0.9593,0.056,0.2217,Low Risk,-0.07
T7,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-05 09:20:53,49.232675,20.570204,7.5,1.29,10.0,458.48,2.12,0,0.8771,0.0,10.0,828.87,0.773,5.2,4158.24,12.77,1,2.69,1.02,0.5904,0.9728,0.177,0.3861,Low Risk,1.89
T12,,N15,NodeType.INSPECTION,END_SERVICE,IDLE,2024-01-05 09:43:06,53.208291,23.843122,7.5,3.42,10.0,326.04,5.0,1,0.7309,0.4732,1.87,1075.0,0.0,7.76,7364.55,-5.4,1,4.33,1.56,0.8091,0.99,0.4252,0.5081,Moderate Risk,4.82
T12,,N15,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-05 09:43:06,53.208291,23.843122,11.78,2.51,10.0,691.31,2.81,0,0.6064,0.097,3.14,339.09,0.83,6.8,100.02,-10.0,1,4.29,1.44,0.7423,0.9903,0.3591,0.3566,Low Risk,3.88
T5,,N15,NodeType.INSPECTION,ARRIVAL_NODE,IDLE,2024-01-05 09:53:26,53.208291,23.843122,7.5,3.24,10.0,455.7,2.66,1,0.3094,0.7833,4.62,346.25,0.4758,12.04,2253.49,-10.0,0,10.0,3.93,0.0,0.9905,0.7676,0.7901,High Risk,7.92
T7,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-05 10:20:53,49.232675,20.570204,14.6,0.29,3.39,433.4,2.45,1,1.0,0.0722,7.98,933.46,0.4451,2.82,910.21,-10.0,1,0.99,1.81,0.6791,1.0,0.004,0.0364,Low Risk,-0.81
T12,,N15,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-05 10:43:06,53.208291,23.843122,9.7,-0.13,1.43,152.87,2.26,1,0.5281,0.6492,4.32,224.43,0.8342,5.82,9845.34,-10.0,1,4.54,1.42,0.5168,0.9586,0.6029,0.3922,Moderate Risk,3.98
T11,,N7,NodeType.HUB,END_SERVICE,IDLE,2024-01-05 10:54:53,54.999728,22.579795,9.77,0.54,4.36,223.63,5.0,1,0.7191,0.5461,2.56,173.56,0.761,5.93,5874.56,-10.0,0,2.62,1.47,0.9497,0.996,0.3013,0.335,Low Risk,1.9
T11,,N7,NodeType.HUB,DEPART_NODE,IDLE,2024-01-05 10:54:53,54.999728,22.579795,5.43,-0.35,1.74,409.26,2.15,1,0.5645,0.5243,1.69,475.14,1.0,3.45,4319.05,-10.0,1,4.63,1.41,0.2499,0.8823,0.3872,0.3726,Moderate Risk,1.17
T19,,N9,NodeType.INSPECTION,ARRIVAL_NODE,IDLE,2024-01-05 11:12:57,50.819308,17.39013,8.03,-1.01,2.21,363.26,2.75,1,0.5411,0.0,1.48,971.85,0.1065,11.03,8096.88,-10.0,1,5.78,3.5,0.0416,0.9987,0.4189,0.5371,Moderate Risk,2.5
T1,,N1,NodeType.PORT,ARRIVAL_NODE,IDLE,2024-01-05 11:19:48,50.450706,19.336495,10.48,1.85,3.27,465.14,2.17,1,0.3646,0.8619,8.64,408.37,0.6117,14.04,3132.3,-9.12,0,8.73,3.93,0.6184,1.0,0.6983,0.8297,High Risk,9.85
T11,,N7,NodeType.HUB,DEPART_NODE,IDLE,2024-01-05 11:54:53,54.999728,22.579795,10.0,0.41,4.75,548.92,2.9,1,0.79,0.2786,4.11,107.5,0.6101,3.7,7525.15,-10.0,1,1.99,2.1,1.0,0.8938,0.1238,0.2825,Low Risk,0.18
T3,,N9,NodeType.INSPECTION,ARRIVAL_NODE,IDLE,2024-01-05 11:57:46,50.819308,17.39013,5.55,-0.46,2.2,434.91,3.41,1,0.7234,0.2246,2.41,731.78,0.7782,8.26,3730.71,-10.0,1,4.26,4.35,0.1929,1.0,0.3003,0.4631,Low Risk,1.77
T15,,N2,NodeType.PORT,ARRIVAL_NODE,IDLE,2024-01-05 12:06:28,49.232675,20.570204,17.6,-0.03,3.97,458.27,2.52,1,0.724,0.193,10.0,1280.83,0.6536,7.19,2216.73,-10.0,1,4.96,4.0,0.5057,0.9211,0.3115,0.54,Moderate Risk,4.58
T19,,N9,NodeType.INSPECTION,END_SERVICE,IDLE,2024-01-05 12:12:57,50.819308,17.39013,5.76,1.81,3.05,308.09,4.5,0,0.6656,0.6975,3.58,107.5,0.5031,6.72,9964.19,-10.0,0,3.88,1.75,0.4045,0.9064,0.5395,0.3396,Moderate Risk,1.7
T19,,N9,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-05 12:12:57,50.819308,17.39013,7.59,1.22,2.69,470.37,3.42,1,0.6231,0.7003,3.34,324.24,0.9311,10.8,8518.37,-10.0,1,5.96,1.22,0.8824,1.0,0.6907,0.5995,Moderate Risk,3.52
T5,,N15,NodeType.INSPECTION,END_SERVICE,IDLE,2024-01-05 12:13:36,53.208291,23.843122,13.63,0.8,3.33,390.96,5.0,0,0.6826,0.5283,3.93,1075.0,0.2029,10.28,100.02,-6.01,1,3.24,1.65,0.3991,1.0,0.5675,0.5733,Moderate Risk,2.46
T5,,N15,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-05 12:13:36,53.208291,23.843122,12.77,-1.06,2.11,495.43,3.59,0,0.7843,0.3137,2.48,748.78,0.0625,5.92,10000.0,-10.0,1,4.53,1.58,0.3291,1.0,0.4211,0.3682,Moderate Risk,1.68
T14,,N6,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-05 12:14:07,50.616164,25.571274,7.97,1.82,1.82,390.63,2.65,1,0.4523,0.8484,4.94,582.34,0.276,12.07,100.02,-8.61,0,7.81,4.47,0.4468,1.0,0.8927,0.7572,High Risk,8.4
T1,,N1,NodeType.PORT,END_SERVICE,IDLE,2024-01-05 12:19:48,50.450706,19.336495,9.73,1.84,2.81,483.08,5.0,1,0.8099,0.8853,10.0,814.19,0.4946,8.43,10000.0,-10.0,1,5.38,1.85,0.1585,0.8994,0.7674,0.5414,Moderate Risk,5.15
T6,ORD39,N9,NodeType.INSPECTION,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2024-01-05 12:58:52,50.819308,17.39013,14.14,0.98,4.07,309.44,2.06,0,0.6462,0.6255,2.72,813.06,0.3518,11.87,3325.35,-9.94,0,6.94,4.33,0.1634,0.9388,0.7257,0.62,Moderate Risk,4.64
T5,,N15,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-05 13:13:36,53.208291,23.843122,7.74,0.14,2.45,535.71,2.14,1,0.6256,0.0,2.72,107.5,0.2017,2.97,7448.05,-10.0,1,2.76,1.36,0.275,0.9123,0.0006,0.1623,Low Risk,-0.21
T14,,N6,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-05 13:14:07,50.616164,25.571274,15.82,0.14,2.65,195.36,5.0,0,0.8968,0.334,2.65,540.37,1.0,1.3,6049.96,-10.0,1,2.04,1.32,0.5875,1.0,0.2526,0.2651,Low Risk,2.18
T2,,N9,NodeType.INSPECTION,ARRIVAL_NODE,IDLE,2024-01-05 13:21:24,50.819308,17.39013,5.64,1.59,2.56,507.49,2.62,0,0.5141,0.8678,1.88,130.0,0.7284,15.0,7700.48,-10.0,1,6.88,3.82,0.1161,1.0,0.7414,0.9217,High Risk,8.53
T19,,N10,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-05 14:24:41,51.520734,16.653039,10.45,-0.26,1.85,182.19,3.38,1,0.5239,0.4901,5.12,670.81,0.7094,15.0,10000.0,-9.68,1,6.95,4.45,0.5407,0.9982,0.7345,0.7771,High Risk,8.07
T3,,N9,NodeType.INSPECTION,END_SERVICE,IDLE,2024-01-05 14:36:21,50.819308,17.39013,5.63,1.26,2.51,303.02,4.74,1,0.6492,1.0,3.46,732.03,0.6001,6.9,10000.0,-10.0,0,4.93,1.42,0.2426,0.9991,0.6177,0.3985,Moderate Risk,3.42
T3,,N9,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-05 14:36:21,50.819308,17.39013,20.3,-0.61,3.19,512.28,2.37,1,0.9928,0.0,2.6,461.38,0.6978,1.0,2775.57,-10.0,1,1.6,1.17,1.0,1.0,0.0947,0.0504,Low Risk,-2.0
T3,,N9,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-05 15:36:21,50.819308,17.39013,5.53,0.92,2.12,369.83,2.8,1,0.6806,0.7307,3.8,906.22,0.6524,9.05,5649.23,-10.0,1,5.45,1.32,0.0,1.0,0.5919,0.4727,Moderate Risk,3.76
T15,,N2,NodeType.PORT,END_SERVICE,IDLE,2024-01-05 16:07:28,49.232675,20.570204,5.38,-1.74,1.54,379.01,4.94,0,0.8229,0.1242,9.0,437.79,0.7969,4.03,10000.0,4.34,1,4.0,1.32,0.1357,0.9814,0.1761,0.2991,Low Risk,1.11
T15,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-05 16:07:28,49.232675,20.570204,10.15,1.14,3.31,426.86,1.82,1,0.8297,0.2845,9.38,1075.0,0.6941,6.15,6445.27,-10.0,0,2.03,1.42,0.7596,1.0,0.3331,0.3252,Low Risk,0.84
T4,,N15,NodeType.INSPECTION,ARRIVAL_NODE,IDLE,2024-01-05 16:28:12,53.208291,23.843122,5.68,0.69,2.71,317.93,2.99,1,0.5254,0.5588,4.72,130.0,0.3514,12.52,10000.0,0.19,0,7.79,3.39,0.4891,1.0,0.6915,0.7122,High Risk,4.71
T20,,N6,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-05 17:03:39,50.616164,25.571274,7.3,0.64,9.21,190.03,2.83,0,0.5075,0.2786,2.15,130.0,0.0,9.85,4581.14,-10.0,1,5.11,3.94,0.8347,0.8797,0.4057,0.6899,Moderate Risk,7.91
T15,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-05 17:07:28,49.232675,20.570204,20.33,3.24,10.0,328.75,2.97,1,0.7873,0.5988,8.87,805.22,0.9203,9.56,10000.0,-5.83,1,3.72,1.33,0.021,1.0,0.6031,0.6788,Moderate Risk,5.95
T6,ORD39,N9,NodeType.INSPECTION,END_SERVICE,EN_ROUTE_TO_PICKUP,2024-01-05 17:16:45,50.819308,17.39013,7.44,2.96,9.76,270.06,4.63,1,1.0,0.1858,4.18,306.05,0.0,3.68,2327.73,-10.0,1,2.41,1.94,0.2968,0.8338,0.2733,0.2228,Low Risk,1.08
T6,ORD39,N9,NodeType.INSPECTION,DEPART_NODE,EN_ROUTE_TO_PICKUP,2024-01-05 17:16:45,50.819308,17.39013,10.55,3.2,9.96,398.91,2.84,1,0.7103,0.5505,4.33,177.25,0.9995,6.33,1440.57,-10.0,1,5.46,0.78,0.1463,1.0,0.5511,0.5693,Moderate Risk,3.56
T19,,N10,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-05 17:32:01,51.520734,16.653039,10.38,0.55,10.0,439.47,5.0,1,0.611,0.1756,4.52,488.63,0.0155,9.58,1189.85,-8.85,0,2.82,1.05,0.449,0.9269,0.3728,0.4957,Low Risk,5.4
T19,,N10,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-05 17:32:01,51.520734,16.653039,7.35,3.28,9.4,417.23,2.71,1,0.6734,0.475,2.18,107.5,0.6091,10.41,5798.66,-10.0,1,4.14,1.62,0.8559,0.8011,0.5744,0.6175,Moderate Risk,4.09
T18,,N2,NodeType.PORT,ARRIVAL_NODE,IDLE,2024-01-05 17:38:13,49.232675,20.570204,9.16,3.38,10.0,470.32,2.65,1,0.3507,0.4451,7.23,1300.0,0.0518,15.0,2732.08,-10.0,0,7.37,3.88,0.6544,0.9786,0.6949,0.905,High Risk,8.42
T9,,N8,NodeType.PORT,ARRIVAL_NODE,IDLE,2024-01-05 18:05:48,45.351688,25.662134,14.26,0.39,9.23,414.14,2.51,0,0.6041,0.0039,10.0,296.56,0.6104,10.56,10000.0,-10.0,1,6.81,3.5,0.2765,1.0,0.3831,0.6686,Moderate Risk,5.27
T6,ORD39,N9,NodeType.INSPECTION,DEPART_NODE,EN_ROUTE_TO_PICKUP,2024-01-05 18:16:45,50.819308,17.39013,16.16,4.14,8.96,369.6,2.53,0,0.7604,0.457,2.88,433.78,0.3927,6.28,5989.74,-8.3,1,3.5,1.63,0.7711,1.0,0.4324,0.4549,Moderate Risk,5.06
T10,,N6,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-05 18:18:25,50.616164,25.571274,9.83,4.64,9.18,531.51,2.34,1,0.2862,0.9582,2.34,130.0,0.0,13.24,9049.02,-10.0,0,9.25,4.49,0.7078,1.0,0.9623,1.0,High Risk,9.56
T4,,N15,NodeType.INSPECTION,END_SERVICE,IDLE,2024-01-05 18:24:10,53.208291,23.843122,14.15,4.66,10.0,526.26,5.0,0,0.4797,1.0,3.16,372.04,0.3845,11.38,339.78,-10.0,0,7.64,2.19,0.9149,0.9658,0.8052,0.7023,High Risk,8.79
T4,,N15,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-05 18:24:10,53.208291,23.843122,7.49,2.46,9.6,488.38,2.34,1,0.5804,0.683,3.55,107.5,1.0,10.65,6203.08,-10.0,1,6.17,1.43,0.2626,0.9082,0.6456,0.7419,Moderate Risk,4.31
T19,,N10,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-05 18:32:01,51.520734,16.653039,7.38,0.99,9.52,431.85,1.95,1,1.0,0.0394,3.71,798.14,0.5082,5.08,4334.05,-3.68,1,1.98,2.28,0.0625,0.8543,0.2431,0.1746,Low Risk,-0.53
